133	2026	Where Quality Breaks in Compressed Short-Text Generation: Staged Bottleneck Localization	Compressed short-text generators can fail in two different places: the codec may discard information before generation starts, or the latent generator may produce weak codes. Without separating these failure modes, resea
134	2026	Factorization-Error-Free Discrete Diffusion Language Model via Speculative Decoding	Discrete diffusion language models improve generation efficiency through parallel token prediction, but standard $X_0$ prediction methods introduce factorization errors by approximating the clean token posterior with ind
135	2026	Accelerating Discrete Diffusion Models with Parallel-In-Time Sampling	Discrete diffusion models are widely used for learning and generating discrete distributions. As the generation process is inherently sequential, the acceleration of sampling is of significant importance. In this work, w
136	2021	Towards Reinforcement Learning for Pivot-based Neural Machine Translation with Non-autoregressive Transformer	Pivot-based neural machine translation (NMT) is commonly used in low-resource setups, especially for translation between non-English language pairs. It benefits from using high resource source-pivot and pivot-target lang
137	2026	Machine Unlearning for Masked Diffusion Language Models	Recent masked diffusion language models (MDLMs), such as LLaDA and Dream, have achieved performance comparable to autoregressive large language models. Unlike autoregressive models, which generate text sequentially, MDLM
138	2025	Debiasing Guidance for Discrete Diffusion with Sequential Monte Carlo	Discrete diffusion models are a class of generative models that produce samples from an approximated data distribution within a discrete state space. Often, there is a need to target specific regions of the data distribu
139	2025	Soft-Masked Diffusion Language Models	Diffusion models have demonstrated strong potential in language modeling, offering various advantages over traditional autoregressive approaches. Their ability to generate and revise entire responses in parallel enables 
140	2025	Diffusion LLMs Can Do Faster-Than-AR Inference via Discrete Diffusion Forcing	Diffusion Large Language Models (dLLMs) have emerged as a promising alternative to autoregressive (AR) LLMs for text generation, with the potential to decode multiple tokens in a single iteration. However, none of the ex
141	2026	Generalized Discrete Diffusion with Self-Correction	Self-correction is an effective technique for maintaining parallel sampling in discrete diffusion models with minimal performance degradation. Prior work has explored self-correction at inference time or during post-trai
142	2022	On the Learning of Non-Autoregressive Transformers	Non-autoregressive Transformer (NAT) is a family of text generation models, which aims to reduce the decoding latency by predicting the whole sentences in parallel. However, such latency reduction sacrifices the ability 
143	2026	Discrete Diffusion Models: A Unified Framework from Tokenization to Generation	Discrete denoising diffusion models (DDMs) have recently emerged as a compelling alternative to autoregressive (AR) modeling for discrete data, offering parallel generation and iterative global refinement capabilities. U
144	2022	A Self-Paced Mixed Distillation Method for Non-Autoregressive Generation	Non-Autoregressive generation is a sequence generation paradigm, which removes the dependency between target tokens. It could efficiently reduce the text generation latency with parallel decoding in place of token-by-tok
145	2023	Discrete Diffusion Modeling by Estimating the Ratios of the Data Distribution	Despite their groundbreaking performance for many generative modeling tasks, diffusion models have fallen short on discrete data domains such as natural language. Crucially, standard diffusion models rely on the well-est
146	2024	D-CPT Law: Domain-specific Continual Pre-Training Scaling Law for Large Language Models	Continual Pre-Training (CPT) on Large Language Models (LLMs) has been widely used to expand the model's fundamental understanding of specific downstream domains (e.g., math and code). For the CPT on domain-specific LLMs,
147	2026	Autoregressive Models Rival Diffusion Models at ANY-ORDER Generation	Diffusion language models enable any-order generation and bidirectional conditioning, offering appealing flexibility for tasks such as infilling, rewriting, and self-correction. However, their formulation-predicting one 
148	2023	Continual Pre-training of Language Models	Language models (LMs) have been instrumental for the rapid advance of natural language processing. This paper studies continual pre-training of LMs, in particular, continual domain-adaptive pre-training (or continual DAP
149	2023	Continual Pre-Training of Large Language Models: How to (re)warm your model?	Large language models (LLMs) are routinely pre-trained on billions of tokens, only to restart the process over again once new data becomes available. A much cheaper and more efficient solution would be to enable the cont
150	2025	From Curated Data to Scalable Models: Continual Pre-training of Dense and MoE Large Language Models for Tibetan	Large language models (LLMs) have achieved remarkable success across a wide range of natural language processing tasks, yet their performance remains heavily biased toward high-resource languages. Tibetan, despite its cu
151	2025	Test-Time Scaling in Diffusion LLMs via Hidden Semi-Autoregressive Experts	Diffusion-based large language models (dLLMs) are trained flexibly to model extreme dependence in the data distribution; however, how to best utilize this information at inference time remains an open problem. In this wo
152	2026	Fast-dVLM: Efficient Block-Diffusion VLM via Direct Conversion from Autoregressive VLM	Vision-language models (VLMs) predominantly rely on autoregressive decoding, which generates tokens one at a time and fundamentally limits inference throughput. This limitation is especially acute in physical AI scenario
153	2025	FourierNAT: A Fourier-Mixing-Based Non-Autoregressive Transformer for Parallel Sequence Generation	We present FourierNAT, a novel non-autoregressive Transformer (NAT) architecture that employs Fourier-based mixing in the decoder to generate output sequences in parallel. While traditional NAT approaches often face chal
154	2022	Text Generation with Diffusion Language Models: A Pre-training Approach with Continuous Paragraph Denoise	In this paper, we introduce a novel dIffusion language modEl pre-training framework for text generation, which we call GENIE. GENIE is a large-scale pretrained diffusion language model that consists of an encoder and a d
155	2025	Variational Autoencoding Discrete Diffusion with Enhanced Dimensional Correlations Modeling	Discrete diffusion models have recently shown great promise for modeling complex discrete data, with masked diffusion models (MDMs) offering a compelling trade-off between quality and generation speed. MDMs denoise by pr
156	2025	Learning Dynamics in Continual Pre-Training for Large Language Models	Continual Pre-Training (CPT) has become a popular and effective method to apply strong foundation models to specific downstream tasks. In this work, we explore the learning dynamics throughout the CPT process for large l
157	2024	Logit-KL Flow Matching: Non-Autoregressive Text Generation via Sampling-Hybrid Inference	Non-autoregressive (NAR) language models offer notable efficiency in text generation by circumventing the sequential bottleneck of autoregressive decoding. However, accurately modeling dependencies in discrete sequences 
158	2021	Non-Autoregressive Coarse-to-Fine Video Captioning	It is encouraged to see that progress has been made to bridge videos and natural language. However, mainstream video captioning methods suffer from slow inference speed due to the sequential manner of autoregressive deco
159	2026	Supportive Token Revealing for Fast Diffusion Language Model Decoding	Discrete diffusion language models can generate text efficiently by updating multiple masked positions in parallel, but this parallelism introduces a quality-latency trade-off. Aggressive decoding may commit mutually dep
160	2026	Continuous Latent Diffusion Language Model	Large language models have achieved remarkable success under the autoregressive paradigm, yet high-quality text generation need not be tied to a fixed left-to-right order. Existing alternatives still struggle to jointly 
161	2026	Causal Autoregressive Diffusion Language Model	In this work, we propose Causal Autoregressive Diffusion (CARD), a novel framework that unifies the training efficiency of ARMs with the high-throughput inference of diffusion models. CARD reformulates the diffusion proc
162	2023	DiffusionBERT: Improving Generative Masked Language Models with Diffusion Models	We present DiffusionBERT, a new generative masked language model based on discrete diffusion models. Diffusion models and many pretrained language models have a shared training objective, i.e., denoising, making it possi
163	2020	POINTER: Constrained Progressive Text Generation via Insertion-based Generative Pre-training	Large-scale pre-trained language models, such as BERT and GPT-2, have achieved excellent performance in language representation learning and free-form text generation. However, these models cannot be directly employed to
164	2022	Learning Non-Autoregressive Models from Search for Unsupervised Sentence Summarization	Text summarization aims to generate a short summary for an input text. In this work, we propose a Non-Autoregressive Unsupervised Summarization (NAUS) approach, which does not require parallel data for training. Our NAUS
165	2025	CtrlDiff: Boosting Large Diffusion Language Models with Dynamic Block Prediction and Controllable Generation	Although autoregressive models have dominated language modeling in recent years, there has been a growing interest in exploring alternative paradigms to the conventional next-token prediction framework. Diffusion-based l
166	2025	Next Block Prediction: Video Generation via Semi-Autoregressive Modeling	Next-Token Prediction (NTP) is a de facto approach for autoregressive (AR) video generation, but it suffers from suboptimal unidirectional dependencies and slow inference speed. In this work, we propose a semi-autoregres
167	2025	SpecFLASH: A Latent-Guided Semi-autoregressive Speculative Decoding Framework for Efficient Multimodal Generation	Large language models and large multimodal models (LLMs and LMMs) deliver strong generative performance but suffer from slow decoding, a problem that becomes more severe when handling visual inputs, whose sequences typic
168	2026	Understanding and Accelerating the Training of Masked Diffusion Language Models	Masked diffusion models (MDMs) have emerged as a promising alternative to autoregressive models (ARMs) for language modeling. However, MDMs are known to learn substantially more slowly than ARMs, which may become problem
169	2025	Revisiting Replay and Gradient Alignment for Continual Pre-Training of Large Language Models	Training large language models (LLMs) typically involves pre-training on massive corpora, only to restart the process entirely when new data becomes available. A more efficient and resource-conserving approach would be c
170	2023	Autoregressive Diffusion Model for Graph Generation	Diffusion-based graph generative models have recently obtained promising results for graph generation. However, existing diffusion-based graph generative models are mostly one-shot generative models that apply Gaussian d
171	2025	Muddit: Liberating Generation Beyond Text-to-Image with a Unified Discrete Diffusion Model	Unified generation models aim to handle diverse tasks across modalities -- such as text generation, image generation, and vision-language reasoning -- within a single architecture and decoding paradigm. Autoregressive un
172	2024	CMR Scaling Law: Predicting Critical Mixture Ratios for Continual Pre-training of Language Models	Large Language Models (LLMs) excel in diverse tasks but often underperform in specialized fields due to limited domain-specific or proprietary corpus. Continual pre-training (CPT) enhances LLM capabilities by imbuing new
173	2022	DiffuSeq: Sequence to Sequence Text Generation with Diffusion Models	Recently, diffusion models have emerged as a new paradigm for generative models. Despite the success in domains using continuous signals such as vision and audio, adapting diffusion models to natural language is under-ex
174	2025	Large Language Model Empowered Recommendation Meets All-domain Continual Pre-Training	Recent research efforts have investigated how to integrate Large Language Models (LLMs) into recommendation, capitalizing on their semantic comprehension and open-world knowledge for user behavior understanding. These ap
175	2026	Latent Block-Diffusion Temporal Point Processes: A Semi-Autoregressive Framework for Asynchronous Event Sequence Generation	Modeling and sampling from the underlying distribution of asynchronous event sequences are crucial in various real-world applications, including social networks, medical diagnosis, and financial transactions. Existing au
176	2026	DOS: Dependency-Oriented Sampler for Masked Diffusion Language Models	Masked diffusion language models (MDLMs) have recently emerged as a new paradigm in language modeling, offering flexible generation dynamics and enabling efficient parallel decoding. However, existing decoding strategies
177	2026	Masked Diffusion Vision-Language Models for Temporal Action Localization	Temporal action localization (TAL) requires recognizing the target event and localizing its start and end times precisely in untrimmed videos. Recent vision-language formulations improve semantic reasoning and support la
178	2026	Generalized Discrete Diffusion from Snapshots	We introduce Generalized Discrete Diffusion from Snapshots (GDDS), a unified framework for discrete diffusion modeling that supports arbitrary noising processes over large discrete state spaces. Our formulation encompass
179	2026	Efficient Personalized Reranking with Semi-Autoregressive Generation and Online Knowledge Distillation	Generative models offer a promising paradigm for the final stage reranking in multi-stage recommender systems, with the ability to capture inter-item dependencies within reranked lists. However, their practical deploymen
180	2021	Non-Autoregressive Translation by Learning Target Categorical Codes	Non-autoregressive Transformer is a promising text generation model. However, current non-autoregressive models still fall behind their autoregressive counterparts in translation quality. We attribute this accuracy gap t
181	2025	Constrained Discrete Diffusion	Discrete diffusion models are a class of generative models that construct sequences by progressively denoising samples from a categorical noise distribution. Beyond their rapidly growing ability to generate coherent natu
182	2025	Theoretical Benefit and Limitation of Diffusion Language Model	Diffusion language models have emerged as a promising approach for text generation. One would naturally expect this method to be an efficient replacement for autoregressive models since multiple tokens can be sampled in 
183	2024	Efficient Continual Pre-training by Mitigating the Stability Gap	Continual pre-training has increasingly become the predominant approach for adapting Large Language Models (LLMs) to new domains. This process involves updating the pre-trained LLM with a corpus from a new domain, result
184	2026	BlockVLA: Accelerating Autoregressive VLA via Block Diffusion Finetuning	While autoregressive (AR) Vision-Language-Action (VLA) models have demonstrated formidable reasoning capabilities in robotic tasks, their sequential decoding process often incurs high inference latency and may amplify er
185	2024	Vi-Mistral-X: Building a Vietnamese Language Model with Advanced Continual Pre-training	The advancement of Large Language Models (LLMs) has significantly transformed the field of natural language processing, although the focus on English-centric models has created a noticeable research gap for specific lang
186	2024	Discrete Diffusion Schrödinger Bridge Matching for Graph Transformation	Transporting between arbitrary distributions is a fundamental goal in generative modeling. Recently proposed diffusion bridge models provide a potential solution, but they rely on a joint distribution that is difficult t
187	2024	Discrete Diffusion Language Model for Efficient Text Summarization	While diffusion models excel at conditional generating high-quality images, prior works in discrete diffusion models were not evaluated on conditional long-text generation. In this work, we address the limitations of pri
188	2025	Learnable Sampler Distillation for Discrete Diffusion Models	Discrete diffusion models (DDMs) have shown powerful generation ability for discrete data modalities like text and molecules. However, their practical application is hindered by inefficient sampling, requiring a large nu
189	2026	D5P4: Partition Determinantal Point Process for Diversity in Parallel Discrete Diffusion Decoding	Discrete diffusion models are promising alternatives to autoregressive approaches for text generation, yet their decoding methods remain under-studied. Standard autoregressive search procedures, such as beam search, do n
190	2023	Revisit Few-shot Intent Classification with PLMs: Direct Fine-tuning vs. Continual Pre-training	We consider the task of few-shot intent detection, which involves training a deep learning model to classify utterances based on their underlying intents using only a small amount of labeled data. The current approach to
191	2021	A Comparative Study on Non-Autoregressive Modelings for Speech-to-Text Generation	Non-autoregressive (NAR) models simultaneously generate multiple outputs in a sequence, which significantly reduces the inference speed at the cost of accuracy drop compared to autoregressive baselines. Showing great pot
192	2026	When Latent Geometry Is Not Enough: Draft-Conditioned Latent Refinement for Non-Autoregressive Text Generation	Continuous diffusion and flow models are attractive for non-autoregressive text generation because they can update all positions in parallel. A major difficulty is the interface between continuous latent states and discr
193	2026	Contrastive Distribution Matching for Amortized Sequential Monte Carlo in Discrete Diffusion	Discrete diffusion models have emerged as powerful frameworks for generating structured categorical data. However, efficiently sampling from reward-tilted distributions remains a fundamental challenge. While Twisted Sequ
194	2022	Nearest Neighbor Non-autoregressive Text Generation	Non-autoregressive (NAR) models can generate sentences with less computation than autoregressive models but sacrifice generation quality. Previous studies addressed this issue through iterative decoding. This study propo
195	2025	SDAR: A Synergistic Diffusion-AutoRegression Paradigm for Scalable Sequence Generation	We propose SDAR, a Synergistic Diffusion-Autoregression paradigm that unifies the training efficiency of autoregressive models with the parallel inference capability of diffusion. Instead of costly end-to-end diffusion t
196	2021	PIMNet: A Parallel, Iterative and Mimicking Network for Scene Text Recognition	Nowadays, scene text recognition has attracted more and more attention due to its various applications. Most state-of-the-art methods adopt an encoder-decoder framework with attention mechanism, which generates text auto
197	2021	Fully Non-autoregressive Neural Machine Translation: Tricks of the Trade	Fully non-autoregressive neural machine translation (NAT) simultaneously predicts tokens with single forward of neural networks, which significantly reduces the inference latency at the expense of quality drop compared t
198	2025	In-Situ Tweedie Discrete Diffusion Models	While diffusion models excel at generating continuous data such as images, adapting them to discrete tasks has relied on indirect approaches that either operate in continuous embedding spaces or use token masking mechani
199	2025	On the $ε$-Free Inference Complexity of Absorbing Discrete Diffusion	Absorbing discrete diffusion has emerged as a dominant framework for discrete data generation. However, a significant disparity remains between its empirical success and theoretical understanding: existing analyses fail 
200	2024	Enhancing Translation Accuracy of Large Language Models through Continual Pre-Training on Parallel Data	In this paper, we propose a two-phase training approach where pre-trained large language models are continually pre-trained on parallel data and then supervised fine-tuned with a small amount of high-quality parallel dat
201	2023	Beyond MLE: Convex Learning for Text Generation	Maximum likelihood estimation (MLE) is a statistical method used to estimate the parameters of a probability distribution that best explain the observed data. In the context of text generation, MLE is often used to train
202	2023	Unlocking the Power of GANs in Non-Autoregressive Text Generation	Generative Adversarial Networks (GANs) have been studied in text generation to tackle the exposure bias problem. Despite their remarkable development, they adopt autoregressive structures so suffering from high latency i
203	2022	ELMER: A Non-Autoregressive Pre-trained Language Model for Efficient and Effective Text Generation	We study the text generation task under the approach of pre-trained language models (PLMs). Typically, an auto-regressive (AR) method is adopted for generating texts in a token-by-token manner. Despite many advantages of
204	2025	FlashDLM: Accelerating Diffusion Language Model Inference via Efficient KV Caching and Guided Diffusion	Diffusion language models offer parallel token generation and inherent bidirectionality, promising more efficient and powerful sequence modeling compared to autoregressive approaches. However, state-of-the-art diffusion 
205	2021	Non-Autoregressive Text Generation with Pre-trained Language Models	Non-autoregressive generation (NAG) has recently attracted great attention due to its fast inference speed. However, the generation quality of existing NAG models still lags behind their autoregressive counterparts. In t
206	2025	Fast Solvers for Discrete Diffusion Models: Theory and Applications of High-Order Algorithms	Discrete diffusion models have emerged as a powerful generative modeling framework for discrete data with successful applications spanning from text generation to image synthesis. However, their deployment faces challeng
207	2025	Sequential Diffusion Language Models	Diffusion language models (DLMs) have strong theoretical efficiency but are limited by fixed-length decoding and incompatibility with key-value (KV) caches. Block diffusion mitigates these issues, yet still enforces a fi
208	2023	A Cheaper and Better Diffusion Language Model with Soft-Masked Noise	Diffusion models that are based on iterative denoising have been recently proposed and leveraged in various generation tasks like image generation. Whereas, as a way inherently built for continuous data, existing diffusi
209	2025	Unified Multimodal Discrete Diffusion	Multimodal generative models that can understand and generate across multiple modalities are dominated by autoregressive (AR) approaches, which process tokens sequentially from left to right, or top to bottom. These mode
210	2023	Directed Acyclic Transformer Pre-training for High-quality Non-autoregressive Text Generation	Non-AutoRegressive (NAR) text generation models have drawn much attention because of their significantly faster decoding speed and good generation quality in machine translation. However, in a wider range of text generat
211	2022	Paraformer: Fast and Accurate Parallel Transformer for Non-autoregressive End-to-End Speech Recognition	Transformers have recently dominated the ASR field. Although able to yield good performance, they involve an autoregressive (AR) decoder to generate tokens one by one, which is computationally inefficient. To speed up in
212	2025	Diffusion Language Model Inference with Monte Carlo Tree Search	Diffusion language models (DLMs) have recently emerged as a compelling alternative to autoregressive generation, offering parallel generation and improved global coherence. During inference, DLMs generate text by iterati
213	2021	Guiding Non-Autoregressive Neural Machine Translation Decoding with Reordering Information	Non-autoregressive neural machine translation (NAT) generates each target word in parallel and has achieved promising inference acceleration. However, existing NAT models still have a big gap in translation quality compa
214	2022	Diffusion Models for Graphs Benefit From Discrete State Spaces	Denoising diffusion probabilistic models and score-matching models have proven to be very powerful for generative tasks. While these approaches have also been applied to the generation of discrete graphs, they have, so f
215	2026	Deferred Commitment Decoding for Diffusion Language Models	Diffusion language models (DLMs) have recently emerged as a strong alternative to autoregressive models by enabling parallel text generation. To improve inference efficiency and KV-cache compatibility, prior work commonl
216	2025	DiffusionVL: Translating Any Autoregressive Models into Diffusion Vision Language Models	Diffusion-based decoding has recently emerged as an appealing alternative to autoregressive (AR) generation, offering the potential to update multiple tokens in parallel and reduce latency. However, diffusion vision lang
217	2025	Anchored Diffusion Language Model	Diffusion Language Models (DLMs) promise parallel generation and bidirectional context, yet they underperform autoregressive (AR) models in both likelihood modeling and generated text quality. We identify that this perfo
